total_return,total_return_pct,final_value,sharpe_ratio,sortino_ratio,max_drawdown_pct,win_rate_pct,total_trades,init_cash,short_window,long_window,atr_mult,strategy,entry_window,exit_window,bb_period,bb_std,rsi_period,oversold,overbought,trend_ma,lookback,consec_bars,trail_atr_mult,ma_period,mom_period,min_votes,ema_period,atr_period,entry_period,exit_period,atr_stop_mult,fast,slow,signal,tenkan,kijun,senkou_b,min_agree,tf_short,tf_long,short_ma,long_ma
0.43110734522701677,43.11073452270168,143110.73452270168,0.7692456228763742,1.2210615681381811,29.70214143393931,39.726027397260275,74,100000.0,,,,MACD_Hist,,,,,,,,200.0,,,,,,,,,,,,16.0,26.0,9.0,,,,,,,,
0.4217625336071424,42.17625336071424,142176.25336071424,0.7565169363130761,1.2004789112148286,31.242429320904197,37.66233766233766,78,100000.0,,,,MACD_Hist,,,,,,,,200.0,,,,,,,,,,,,16.0,34.0,7.0,,,,,,,,
0.4051838620220681,40.518386202206806,140518.3862022068,0.7563721868945985,1.0895899787974987,24.18469370563425,63.63636363636363,12,100000.0,,,,RSIExtreme,,,,,10.0,20.0,85.0,100.0,,,,,,,,,,,,,,,,,,,,,,
0.08028374813570205,8.028374813570204,108028.3748135702,0.7540627173843514,1.0330159420916671,4.844942118302135,100.0,2,100000.0,,,,RSIExtreme,,,,,14.0,15.0,75.0,100.0,,,,,,,,,,,,,,,,,,,,,,
0.08028374813570205,8.028374813570204,108028.3748135702,0.7540627173843514,1.0330159420916671,4.844942118302135,100.0,2,100000.0,,,,RSIExtreme,,,,,14.0,15.0,70.0,100.0,,,,,,,,,,,,,,,,,,,,,,
0.4552848003783451,45.52848003783451,145528.4800378345,0.7495934129444186,1.1914553356931303,30.175867704591987,39.50617283950617,82,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,16.0,34.0,12.0,,,,,,,,
0.38137127012035477,38.13712701203548,138137.12701203546,0.7446798289766497,1.151760325839599,29.814380856700346,29.268292682926827,41,100000.0,,,,Ichimoku,,,,,,,,,,,,,,,,,,,,,,,12.0,26.0,52.0,,,,,
0.4117984528820142,41.17984528820142,141179.8452882014,0.7438735332823195,1.1764398624102026,29.009564302981005,36.61971830985916,72,100000.0,,,,MACD_Hist,,,,,,,,200.0,,,,,,,,,,,,16.0,21.0,12.0,,,,,,,,
0.45221648419757576,45.22164841975758,145221.64841975758,0.7376510939386512,1.1469619579420889,35.151379916004124,35.96491228070175,115,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,8.0,21.0,9.0,,,,,,,,
0.4061400519755829,40.61400519755829,140614.0051975583,0.7364070132180867,1.1671566796576582,31.604025799117352,38.15789473684211,77,100000.0,,,,MACD_Hist,,,,,,,,200.0,,,,,,,,,,,,12.0,34.0,9.0,,,,,,,,
0.4022068082423032,40.22068082423032,140220.6808242303,0.7361885672426628,1.057796554890008,24.584759589737732,50.0,9,100000.0,,,,RSIExtreme,,,,,20.0,30.0,80.0,200.0,,,,,,,,,,,,,,,,,,,,,,
0.4009747473659387,40.09747473659387,140097.47473659387,0.735126358619513,1.1708782031037834,27.686422860010456,31.03448275862069,88,100000.0,,,,MACD_Hist,,,,,,,,200.0,,,,,,,,,,,,12.0,34.0,7.0,,,,,,,,
0.3198674666046027,31.98674666046027,131986.74666046025,0.7334477470572361,1.0239075527552297,23.46648788940128,70.0,10,100000.0,,,,RSIExtreme,,,,,14.0,20.0,80.0,200.0,,,,,,,,,,,,,,,,,,,,,,
0.4340958960572403,43.40958960572403,143409.58960572403,0.7293886492042324,1.154008638232108,32.10944894766737,38.82352941176471,86,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,12.0,34.0,12.0,,,,,,,,
0.09022892299622938,9.022892299622939,109022.89229962294,0.725675983792094,1.2291224157788616,4.564061715908063,66.66666666666666,3,100000.0,,,,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,30.0,150.0,,
0.5988347037570791,59.883470375707915,159883.4703757079,0.7237262179135017,1.0476622956128456,67.90330126736714,46.666666666666664,15,100000.0,25.0,80.0,0.3,TrendMA_Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.379493927394583,37.9493927394583,137949.3927394583,0.7110233908214899,1.0304603832137715,24.0881899217501,57.14285714285714,8,100000.0,,,,RSIExtreme,,,,,14.0,20.0,85.0,200.0,,,,,,,,,,,,,,,,,,,,,,
0.4262431825317661,42.62431825317661,142624.3182531766,0.7104358897254225,1.1128278615013758,34.41800868397233,35.0,121,100000.0,,,,MACD_Hist,,,,,,,,100.0,,,,,,,,,,,,8.0,34.0,7.0,,,,,,,,
0.34427486047571365,34.427486047571364,134427.48604757135,0.7029881470785471,1.1087727068629316,30.68687677926431,33.33333333333333,34,100000.0,,,,Ichimoku,,,,,,,,,,,,,,,,,,,,,,,12.0,30.0,60.0,,,,,
0.3816071909586362,38.16071909586362,138160.71909586363,0.7026405014608921,1.0035139094296863,24.913005661116042,60.0,15,100000.0,,,,RSIExtreme,,,,,14.0,30.0,80.0,200.0,,,,,,,,,,,,,,,,,,,,,,
